날짜,시가,고가,저가,종가,거래량,매수_기관합계,매수_기타법인,매수_개인,매수_외국인합계,매도_기관합계,매도_기타법인,매도_개인,매도_외국인합계,전체,predictable
2016-11-01,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-02,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-03,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-04,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-07,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-08,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-09,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-10,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-11,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-14,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-15,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-16,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-17,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-18,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-21,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-22,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-23,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-24,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-25,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-28,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-29,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-11-30,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-01,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-02,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-05,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-06,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-07,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-08,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-09,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-12,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-13,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-14,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-15,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-16,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-19,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-20,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2016-12-21,4805.0,4805.0,4805.0,4805.0,5553075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
